Customer Name,Recency,Frequency,Monetary,cluster_kmeans
Nayantara Issac,231,1,199036.4,1
Nayantara Jhaveri,208,1,16265.9,0
Nayantara Kalita,642,1,127163.4,1
Nayantara Kata,155,1,47875.5,0
Nayantara Kohli,476,1,131551.95,1
Nayantara Lala,319,1,53124.0,1
Nayantara Majumdar,316,2,459763.5,2
Nayantara Mammen,548,1,142120.8,1
Nayantara Rajagopalan,162,1,51640.0,1
Nayantara Sandhu,628,1,15095.0,0
Nayantara Savant,178,1,112822.0,1
Nayantara Setty,262,1,57182.4,0
Nayantara Sharaf,276,1,91318.5,1
Nayantara Sunder,617,1,39595.0,0
Nayantara Sura,403,1,55134.0,1
Nayantara Tata,636,1,143334.0,1
Nayantara Varghese,730,1,92557.35,1
Nayantara Wali,643,1,89855.0,1
Neelofar Banerjee,709,1,1017.45,0
Neelofar Batta,9,1,109143.0,1
Neelofar Bhatnagar,245,1,77608.0,1
Neelofar Bhatt,183,1,119644.0,1
Neelofar Borde,318,1,99133.8,1
Neelofar Dhawan,626,1,210867.2,1
Neelofar Gill,293,1,214807.35,1
Neelofar Goswami,351,2,152067.8,2
Neelofar Goyal,399,1,139626.0,1
Neelofar Hans,613,1,49897.8,1
Neelofar Jhaveri,429,1,135523.8,1
Neelofar Kale,180,1,209264.4,1
Neelofar Karnik,727,1,37171.2,0
Neelofar Maharaj,237,1,3644.8,0
Neelofar Mani,222,1,67662.8,1
Neelofar Ray,548,1,240301.8,1
Neelofar Saraf,500,1,171105.0,1
Neelofar Tella,154,1,281836.0,1
Neelofar Walia,296,1,79714.0,1
Neelofar Warrior,302,1,279892.8,1
Neelofar Yohannan,705,1,153276.3,1
Nehmat Bahri,646,1,76177.0,1
Nehmat Bakshi,481,1,31383.9,0
Nehmat Batra,607,1,211775.0,1
Nehmat Date,228,1,166182.3,1
Nehmat Dayal,12,1,125881.2,1
Nehmat Dugal,627,1,20932.0,0
Nehmat Gill,501,1,88978.0,1
Nehmat Hegde,657,1,100755.6,1
Nehmat Iyengar,718,1,19910.4,0
Nehmat Jhaveri,563,1,133250.8,1
Nehmat Kannan,342,1,111886.35,1
Nehmat Khare,458,1,100054.4,1
Nehmat Krish,160,1,41223.3,0
Nehmat Rattan,326,1,99849.5,1
Nehmat Tiwari,394,2,253524.0,2
Nehmat Viswanathan,238,1,61495.8,1
Neysa Baral,452,1,90315.0,1
Neysa Bassi,435,1,19821.6,0
Neysa Bhasin,327,1,62548.0,0
Neysa Chacko,111,2,127502.4,2
Neysa Divan,180,1,3454.2,0
Neysa Ganguly,299,1,20828.0,0
Neysa Kala,423,1,195885.0,1
Neysa Kota,496,1,92633.0,1
Neysa Kothari,332,1,91043.2,1
Neysa Magar,446,2,200194.0,2
Neysa Sachdeva,427,1,38902.8,0
Neysa Saraf,452,1,254635.0,1
Neysa Sathe,421,1,30367.95,0
Neysa Sheth,75,1,134073.0,1
Neysa Sura,349,1,140771.0,1
Neysa Verma,526,1,69114.0,1
Nirvaan Arora,523,1,4438.7,0
Nirvaan Bawa,379,1,90582.4,1
Nirvaan Ben,255,1,63750.6,0
Nirvaan Bhardwaj,327,1,16681.6,0
Nirvaan Bhargava,721,1,61930.5,1
Nirvaan Bhattacharyya,529,1,7452.75,0
Nirvaan Chakraborty,694,1,29156.4,0
Nirvaan Datta,94,1,338067.0,1
Nirvaan Dhillon,311,1,33842.8,0
Nirvaan Karan,458,1,27879.15,0
Nirvaan Krishnan,282,1,57997.8,0
Nirvaan Lad,412,1,168564.0,1
Nirvaan Master,348,1,63796.5,0
Nirvaan Rama,382,1,73733.3,1
Nirvaan Ramanathan,136,1,152484.5,1
Nirvaan Sehgal,65,1,90768.7,1
Nirvaan Talwar,415,1,40663.8,0
Nirvi Bhasin,602,1,195340.5,1
Nirvi Chana,110,1,25700.0,0
Nirvi Dube,571,1,133689.7,1
Nirvi Dutta,352,1,23233.2,0
Nirvi Kadakia,546,1,9894.6,0
Nirvi Keer,265,1,10023.45,0
Nirvi Kunda,367,1,29422.8,0
Nirvi Lata,378,1,55267.0,0
Nirvi Manda,258,1,88662.4,1
Nirvi Raj,126,1,2635.0,0
Nirvi Samra,346,1,85460.4,1
Nirvi Sankaran,440,1,302315.0,1
Nirvi Sarma,157,1,217749.6,1
Nirvi Sengupta,103,1,76858.2,1
Nirvi Sharma,357,1,159304.8,1
Nirvi Virk,27,1,3345.6,0
Nirvi Vyas,174,1,87459.2,1
Nirvi Walla,301,1,206118.0,1
Nirvi Wason,138,1,52761.6,0
Nishith Arora,251,1,50296.2,1
Nishith Banik,730,1,118178.1,1
Nishith Basu,467,1,240004.0,1
Nishith Bir,319,1,190150.4,1
Nishith Bora,450,1,62884.7,0
Nishith Chawla,175,1,5844.8,0
Nishith Das,214,1,33317.0,0
Nishith Jha,497,1,61295.4,1
Nishith Kara,569,1,289980.0,1
Nishith Krish,588,1,51403.5,1
Nishith Kulkarni,466,1,182013.0,1
Nishith Kumar,501,1,73078.2,1
Nishith Ram,379,1,72919.8,1
Nishith Sachar,682,1,24922.0,0
Nishith Saha,493,1,255806.5,1
Nishith Sandal,319,1,172902.0,1
Nishith Sankar,385,1,201708.0,1
Nishith Sarraf,204,1,62586.4,0
Nishith Sastry,41,1,14657.4,0
Nishith Saxena,667,1,90924.0,1
Nishith Srinivas,702,1,49571.0,1
Nishith Tara,267,2,188378.0,2
Nishith Thaker,341,1,35762.75,0
Nishith Vala,153,1,140896.8,1
Nitara Chadha,40,1,16640.8,0
Nitara Char,480,1,40367.35,0
Nitara Chatterjee,370,1,109682.4,1
Nitara Choudhry,490,1,115619.4,1
Nitara Contractor,498,1,24944.1,0
Nitara Deshpande,214,1,135716.0,1
Nitara Dora,667,1,56116.8,0
Nitara Hayre,381,1,307128.0,1
Nitara Kibe,302,1,4553.35,0
Nitara Krish,186,1,62790.4,1
Nitara Mani,131,2,160469.6,2
Nitara Randhawa,586,1,89409.25,1
Nitara Roy,245,1,79204.5,1
Nitara Sahota,95,1,175645.5,1
Nitara Saraf,18,1,184346.55,1
Nitara Singhal,214,1,85198.4,1
Nitara Srinivas,245,2,157872.6,2
Nitara Upadhyay,402,1,71491.3,1
Nitara Vyas,417,1,52599.6,0
Nitya Amble,310,2,171181.85,2
Nitya Bajwa,551,1,12184.7,0
Nitya Bandi,191,2,311170.5,2
Nitya Basak,187,2,108563.15,2
Nitya Bobal,519,1,137345.55,1
Nitya Chatterjee,561,1,31776.0,0
Nitya Cherian,169,1,1889.6,0
Nitya Chowdhury,395,1,53104.0,1
Nitya Dayal,288,1,150576.9,1
Nitya Deo,170,1,96211.8,1
Nitya Dora,570,1,127129.0,1
Nitya Gopal,482,1,88540.8,1
Nitya Kale,629,1,71979.3,0
Nitya Kohli,659,1,120180.7,1
Nitya Mani,221,1,57519.5,0
Nitya Rattan,533,1,111195.0,1
Nitya Ray,197,1,279513.75,1
Nitya Saini,638,1,67190.8,0
Nitya Sastry,168,1,84166.4,1
Nitya Saxena,343,1,303544.0,1
Nitya Soman,589,1,39927.9,0
Ojas Bala,47,1,7061.4,0
Ojas Balakrishnan,681,1,246460.4,1
Ojas Bali,370,1,7068.8,0
Ojas Bhalla,630,1,28857.6,0
Ojas Chakraborty,276,1,44724.0,0
Ojas Chaudhary,186,1,129470.75,1
Ojas Datta,533,1,122782.4,1
Ojas Doshi,136,1,181580.0,1
Ojas Dâ€™Alia,483,1,279064.0,1
Ojas Jaggi,327,1,127022.0,1
Ojas Konda,360,2,128686.3,2
Ojas Sani,666,1,116376.0,1
Ojas Sehgal,721,1,61785.0,0
Ojas Sem,44,1,56662.0,0
Ojas Srinivasan,428,1,169068.8,1
Ojas Uppal,639,1,69136.25,0
Ojas Viswanathan,611,1,81152.8,1
Onkar Bail,404,1,207221.6,1
Onkar Bandi,585,1,6956.8,0
Onkar Bhasin,301,1,129669.3,1
Onkar Bora,126,1,278914.5,1
Onkar Borah,639,1,14133.0,0
Onkar Buch,69,1,34358.7,0
Onkar Desai,558,1,49429.0,0
Onkar Dhar,195,1,93680.0,1
Onkar Dugar,107,1,32883.1,0
Onkar Guha,319,1,206371.2,1
Onkar Johal,724,1,135717.6,1
Onkar Keer,603,1,115664.4,1
Onkar Kohli,713,1,33468.75,1
Onkar Rajagopal,596,1,160833.6,1
Onkar Rajagopalan,468,1,171148.8,1
Onkar Sahota,499,1,17126.4,0
Onkar Sarraf,277,1,208476.8,1
Onkar Sunder,76,1,40352.0,1
Onkar Toor,603,1,288913.5,1
Onkar Tripathi,684,1,61948.0,0
Onkar Vasa,205,1,27672.6,0
Onkar Verma,233,1,85384.0,1
Onkar Zachariah,267,1,91835.55,1
Oorja Arora,446,1,168650.4,1
Oorja Balakrishnan,212,1,94756.8,1
Oorja Bora,615,1,165378.0,1
Oorja Borde,392,1,242748.0,1
Oorja Dave,211,1,3043.2,0
Oorja Gupta,457,1,37337.6,0
Oorja Hegde,434,1,134181.0,1
Oorja Kanda,99,1,71441.1,0
Oorja Kapoor,495,1,119426.0,1
Oorja Khare,454,1,194304.0,1
Oorja Kota,58,1,104294.4,1
Oorja Kunda,367,1,81615.6,1
Oorja Raval,106,1,171983.25,1
Oorja Sandal,349,1,154519.8,1
Oorja Sur,408,2,65693.4,2
Oorja Varma,282,1,30527.75,0
Oorja Virk,476,1,274100.4,1
Pari Agate,545,1,118586.7,1
Pari Anand,342,2,278303.6,2
Pari Basak,342,1,171019.2,1
Pari Batta,336,1,61560.0,0
Pari Chandra,254,1,167572.8,1
Pari Cheema,48,1,278510.0,1
Pari Doctor,89,1,20100.0,0
Pari Gera,405,1,104500.0,1
Pari Jhaveri,254,1,73307.2,1
Pari Kale,83,1,43882.2,0
Pari Kalita,547,2,188160.8,2
Pari Kurian,597,1,42118.4,0
Pari Loyal,287,1,51101.45,0
Pari Mane,637,1,146220.0,1
Pari Saini,286,1,188144.0,1
Pari Sangha,612,1,9456.0,0
Pari Shukla,413,1,275228.0,1
Pari Sood,213,1,237000.4,1
Pari Sundaram,622,1,136429.5,1
Pari Thaker,387,1,42439.65,0
Pari Varghese,655,1,70323.2,1
Pari Vohra,17,1,116016.5,1
Parinaaz Bhandari,442,1,250101.0,1
Parinaaz Dalal,55,1,132416.4,1
Parinaaz Date,273,1,78195.2,1
Parinaaz Datta,568,1,311690.25,1
Parinaaz Dayal,119,1,145482.0,1
Parinaaz Dewan,3,1,27579.6,0
Parinaaz Dhingra,313,1,34130.9,0
Parinaaz Din,53,1,118069.8,1
Parinaaz Dixit,104,1,53805.6,1
Parinaaz Dâ€™Alia,236,1,185346.9,1
Parinaaz Gandhi,454,1,171649.0,1
Parinaaz Gola,425,1,49449.4,0
Parinaaz Luthra,392,1,40468.5,0
Parinaaz Mahal,685,1,26681.7,0
Parinaaz Rama,266,1,156367.2,1
Parinaaz Ratti,689,1,155997.6,1
Parinaaz Sankaran,284,1,141801.6,1
Parinaaz Sidhu,96,1,174727.8,1
Parinaaz Sodhi,433,1,3600.0,0
Parinaaz Som,704,1,28303.35,0
Parinaaz Sule,468,1,58305.3,1
Parinaaz Swaminathan,394,1,34790.4,0
Pihu Acharya,249,1,107553.6,1
Pihu Bahl,32,1,5632.0,0
Pihu Balan,361,1,91368.15,1
Pihu Chana,325,1,36324.8,0
Pihu Char,644,1,338971.5,1
Pihu Das,674,1,4975.2,0
Pihu Datta,111,1,160024.4,1
Pihu Gaba,296,1,132692.2,1
Pihu Gola,715,1,287952.0,1
Pihu Gopal,277,1,10495.2,0
Pihu Jaggi,293,1,143768.0,1
Pihu Kalla,542,1,22496.1,0
Pihu Kar,727,1,21772.0,0
Pihu Kari,506,1,31228.8,0
Pihu Karpe,413,1,32413.05,0
Pihu Krishnamurthy,334,1,68926.0,0
Pihu Mane,93,1,42785.1,0
Pihu Ravi,121,1,22805.5,0
Pihu Saraf,611,1,47941.2,0
Pihu Sengupta,626,1,120636.7,1
Pihu Shan,384,1,12702.0,0
Pihu Shenoy,128,1,301432.0,1
Pihu Sinha,169,1,27470.4,0
Pihu Srinivasan,79,1,129863.85,1
Pihu Tiwari,450,1,77869.6,1
Pihu Varghese,705,1,2658.8,0
Pihu Wason,517,1,21057.05,0
Piya Amble,321,1,162568.0,1
Piya Bhandari,498,1,41121.3,0
Piya Bhatnagar,56,1,50998.3,0
Piya Bhattacharyya,514,1,151647.0,1
Piya Borde,383,1,52687.8,1
Piya Deshmukh,211,1,306948.0,1
Piya Ganesan,639,1,16547.1,0
Piya Hans,230,1,206040.0,1
Piya Issac,707,1,26976.0,0
Piya Kakar,30,1,205401.4,1
Piya Khurana,222,1,87472.2,1
Piya Korpal,211,1,69008.4,1
Piya Koshy,32,1,166381.2,1
Piya Kothari,272,1,53784.0,1
Piya Krishnan,73,1,112134.4,1
Piya Magar,629,1,29463.3,0
Piya Mallick,108,1,73009.0,0
Piya Rajagopalan,374,1,244587.0,1
Piya Ram,672,1,334979.5,1
Piya Ranganathan,238,1,252908.0,1
Piya Rout,301,1,51036.0,0
Piya Saha,209,2,298198.35,2
Piya Sami,138,1,87340.05,1
Piya Sanghvi,242,1,184596.0,1
Piya Sani,73,2,225484.2,2
Piya Saxena,547,1,198344.1,1
Piya Shanker,507,1,1763.75,0
Piya Sura,328,1,105801.5,1
Piya Wable,300,1,216424.8,1
Piya Yadav,495,1,65178.0,1
Pranay Andra,615,1,138712.5,1
Pranay Balan,379,1,3114.4,0
Pranay Chauhan,283,1,136627.2,1
Pranay Dash,326,1,373455.0,1
Pranay Dey,580,1,211066.25,1
Pranay Goel,391,1,114537.5,1
Pranay Gola,442,1,58194.0,0
Pranay Iyengar,258,1,111701.0,1
Pranay Kohli,145,1,30584.7,0
Pranay Kumer,222,1,219982.5,1
Pranay Mahal,222,1,89520.0,1
Pranay Ravel,442,1,147501.0,1
Pranay Roy,458,1,80216.0,1
Pranay Saraf,1,1,80057.25,1
Pranay Sarma,519,1,2225.6,0
Pranay Sathe,275,1,294756.0,1
Prerak Amble,173,1,49059.9,0
Prerak Arora,549,1,149134.5,1
Prerak Barad,33,1,21520.8,0
Prerak Bhandari,164,1,204256.0,1
Prerak Brahmbhatt,454,1,9944.0,0
Prerak Butala,135,1,103392.0,1
Prerak Chakrabarti,408,1,51401.2,0
Prerak Dani,514,1,11335.6,0
Prerak Dixit,29,1,327955.5,1
Prerak Dora,439,1,120024.0,1
Prerak Jha,49,1,338219.0,1
Prerak Koshy,483,1,189412.0,1
Prerak Magar,583,1,56155.0,1
Prerak Mangat,726,1,13158.4,0
Prerak Raj,720,1,3376.2,0
Prerak Saha,134,2,311504.75,2
Prerak Sahni,414,1,182707.2,1
Prerak Sankaran,650,1,14160.7,0
Prerak Sarkar,508,1,144828.0,1
Prerak Sawhney,428,1,31392.0,0
Prerak Seth,95,1,207441.0,1
Prerak Shan,314,1,11265.1,0
Prerak Shere,262,2,451862.4,2
Prerak Srinivas,128,1,181738.8,1
Prisha Andra,22,1,61661.55,1
Prisha Bassi,558,1,84736.0,1
Prisha Behl,157,1,327339.0,1
Prisha Chand,516,1,46034.1,0
Prisha Chaudhary,398,1,10402.5,0
Prisha Dhillon,683,1,98144.4,1
Prisha Gaba,306,1,156934.0,1
Prisha Ganesh,370,1,82840.8,1
Prisha Gopal,571,1,80823.15,1
Prisha Guha,508,1,63884.8,0
Prisha Hayre,523,1,314068.5,1
Prisha Jha,661,1,241807.5,1
Prisha Kala,631,1,50306.4,0
Prisha Khurana,485,1,73929.0,0
Prisha Lalla,268,1,21397.5,0
Prisha Rana,144,1,197675.1,1
Prisha Sachar,351,1,210660.0,1
Prisha Shenoy,483,1,58896.0,1
Prisha Yohannan,51,1,67662.0,1
Priyansh Amble,248,1,23907.2,0
Priyansh Badal,568,1,150040.8,1
Priyansh Barman,232,1,53001.0,0
Priyansh Bedi,687,1,15001.6,0
Priyansh Brar,580,1,224809.2,1
Priyansh Dhingra,122,1,47448.8,0
Priyansh Ghose,221,1,176650.0,1
Priyansh Gour,443,1,295357.5,1
Priyansh Kade,278,1,348970.0,1
Priyansh Kala,112,1,3060.0,0
Priyansh Kar,595,1,61436.5,1
Priyansh Khurana,588,1,100314.0,1
Priyansh Lata,91,1,240496.0,1
Priyansh Mahajan,181,2,248181.6,2
Priyansh Mander,476,1,10839.2,0
Priyansh Rama,268,1,320431.5,1
Priyansh Raman,331,1,66620.0,0
Priyansh Sane,273,1,148418.5,1
Priyansh Sidhu,430,1,234355.0,1
Priyansh Singhal,113,1,4213.45,0
Priyansh Som,715,1,120123.0,1
Priyansh Srinivas,511,1,140770.05,1
Priyansh Venkatesh,332,1,66876.3,0
Priyansh Wadhwa,193,1,78240.0,1
Purab Bala,401,1,245956.5,1
Purab Batta,361,2,176627.6,2
Purab Boase,516,1,342567.0,1
Purab Chadha,636,1,44779.0,0
Purab Chaudhari,396,1,78795.0,1
Purab Dada,689,1,6368.4,0
Purab Dixit,553,1,155898.0,1
Purab Gole,729,1,224043.0,1
Purab Kari,296,1,82684.8,1
Purab Khalsa,464,1,30672.0,0
Purab Krishna,129,1,128829.6,1
Purab Kulkarni,358,1,111613.5,1
Purab Raju,487,1,77790.0,1
Purab Sane,535,1,21119.2,0
Purab Sarraf,19,2,207772.8,2
Purab Seshadri,147,1,333535.5,1
Purab Shenoy,168,1,266808.0,1
Purab Suri,636,1,83740.0,1
Purab Verma,612,1,9894.0,0
Purab Yohannan,620,1,216853.65,1
Raghav Agarwal,115,1,297496.0,1
Raghav Aurora,239,1,23518.4,0
Raghav Bhandari,167,1,76916.0,1
Raghav Bhargava,680,1,226355.55,1
Raghav Bhat,521,1,40284.8,0
Raghav Biswas,450,1,48126.4,0
Raghav Chada,486,1,92658.25,1
Raghav Dâ€™Alia,580,1,59436.0,1
Raghav Gala,469,1,54834.35,0
Raghav Gara,680,1,19506.0,0
Raghav Grewal,539,1,157665.6,1
Raghav Grover,650,1,119948.0,1
Raghav Hari,491,1,239523.0,1
Raghav Hegde,586,1,88788.45,1
Raghav Kala,306,1,61068.0,1
Raghav Kari,130,1,10106.5,0
Raghav Kaur,211,1,174264.0,1
Raghav Khurana,271,1,98280.0,1
Raghav Krish,130,1,76563.2,1
Raghav Krishna,662,1,25716.0,0
Raghav Majumdar,43,1,51951.6,0
Raghav Mammen,111,1,13603.2,0
Raghav Master,592,1,160963.2,1
Raghav Rama,229,1,173394.9,1
Raghav Ramaswamy,589,1,81241.6,1
Raghav Rege,492,1,205083.75,1
Raghav Sabharwal,275,1,217021.5,1
Raghav Sachdeva,561,1,142130.2,1
Raghav Samra,186,1,20825.85,0
Raghav Sura,139,1,118465.6,1
Raghav Viswanathan,191,1,132574.5,1
Raghav Wali,570,1,1537.65,0
Raghav Yogi,511,1,185388.0,1
Ranbir Acharya,86,1,217804.0,1
Ranbir Babu,386,1,125962.4,1
Ranbir Balakrishnan,702,1,191217.0,1
Ranbir Ben,357,1,29727.0,0
Ranbir Brar,143,1,2648.0,0
Ranbir Chada,193,1,2029.0,0
Ranbir Chaudhary,169,1,146142.0,1
Ranbir Cheema,641,1,130281.0,1
Ranbir Dada,289,1,89338.4,1
Ranbir Dugal,179,1,24295.2,0
Ranbir Jain,369,1,26366.4,0
Ranbir Kale,463,1,312051.25,1
Ranbir Kant,231,1,100272.0,1
Ranbir Kara,586,1,152312.55,1
Ranbir Kari,258,1,58301.0,0
Ranbir Khalsa,37,1,103464.0,1
Ranbir Khanna,217,1,23716.0,0
Ranbir Khatri,148,1,12104.0,0
Ranbir Kumar,53,1,25198.4,0
Ranbir Master,262,1,88747.65,1
Ranbir Rajagopal,121,1,40279.2,0
Ranbir Randhawa,580,1,85060.0,1
Ranbir Sami,79,1,37724.4,0
Ranbir Saraf,92,1,191642.4,1
Ranbir Sehgal,505,1,44617.0,0
Ranbir Shenoy,232,1,92329.2,1
Ranbir Singhal,499,1,32700.0,0
Ranbir Srinivasan,8,1,19651.7,0
Ranbir Suresh,48,1,109580.0,1
Ranbir Tailor,535,1,21299.0,0
Ranbir Upadhyay,628,1,374.4,0
Rania Aurora,320,1,83096.5,1
Rania Bal,567,1,75896.45,0
Rania Balakrishnan,123,1,32827.2,0
Rania Bawa,699,1,87015.6,1
Rania Bhatnagar,416,1,53646.4,0
Rania Bhavsar,393,1,133348.5,1
Rania Bir,133,1,377297.25,1
Rania Chakraborty,83,1,131424.0,1
Rania Date,55,1,5688.8,0
Rania Dube,438,1,123448.7,1
Rania Jhaveri,620,1,167054.4,1
Rania Mand,510,1,127514.7,1
Rania Raman,540,1,32720.0,0
Rania Reddy,664,1,218196.0,1
Rania Rege,178,1,40716.0,0
Rania Sachar,421,1,1646.1,0
Rania Sanghvi,153,1,34193.8,0
Rania Sarma,78,1,44667.0,0
Rania Sha,214,1,282378.0,1
Rania Sura,470,1,20604.0,0
Rania Vala,525,1,71063.4,1
Rania Vig,130,1,95872.5,1
Rania Vohra,683,1,132934.05,1
Rania Wali,103,1,116742.4,1
Rasha Bansal,347,1,54538.2,0
Rasha Bora,320,1,335573.25,1
Rasha Bose,355,1,59346.5,0
Rasha Brar,127,1,189097.6,1
Rasha Buch,396,2,79856.55,2
Rasha Chaudhari,145,1,28908.0,0
Rasha Dar,465,1,59511.8,1
Rasha Dhingra,392,1,170208.0,1
Rasha Dixit,367,1,17005.1,0
Rasha Golla,392,1,82560.0,1
Rasha Halder,354,1,199804.8,1
Rasha Handa,432,1,77940.0,1
Rasha Johal,130,1,127152.75,1
Rasha Ram,372,1,3009.0,0
Rasha Ramesh,55,1,40088.0,1
Rasha Rana,442,1,41281.1,0
Rasha Samra,543,1,39904.95,0
Rasha Saxena,368,1,393580.0,1
Rasha Seshadri,297,1,39304.0,0
Rasha Sule,1,1,54671.0,0
Rasha Sur,351,1,180353.7,1
Rasha Tank,472,1,214656.0,1
Rasha Thaman,33,1,127096.2,1
Rasha Walia,677,1,114636.6,1
Rasha Yadav,297,1,6379.25,0
Rati Aggarwal,482,1,100312.0,1
Rati Bail,131,1,69039.0,1
Rati Banerjee,494,1,311746.0,1
Rati Bawa,671,1,131151.3,1
Rati Bhatti,302,1,93478.4,1
Rati Boase,18,1,295222.0,1
Rati Buch,156,1,114546.25,1
Rati Chhabra,228,1,172070.6,1
Rati Dayal,346,1,61675.2,1
Rati Dhar,670,1,22260.0,0
Rati Dugar,444,1,139308.8,1
Rati Goel,424,1,126426.0,1
Rati Goyal,598,1,62388.9,1
Rati Grewal,715,1,78099.2,0
Rati Handa,238,1,191142.0,1
Rati Kapadia,631,1,85219.2,1
Rati Karan,607,1,159723.0,1
Rati Mall,510,1,56140.0,0
Rati Mangal,295,1,343966.5,1
Rati Raja,254,1,163381.0,1
Rati Raju,521,1,167700.0,1
Rati Ramaswamy,140,1,2456.0,0
Rati Rattan,77,1,234433.4,1
Rati Raval,688,1,182029.5,1
Rati Sandal,216,1,129002.4,1
Rati Singhal,251,1,20613.6,0
Rati Solanki,211,1,57377.55,0
Rati Sur,702,1,13729.4,0
Rati Tailor,392,1,69812.0,1
Rati Tank,542,1,47498.0,0
Rati Thaker,179,1,60701.9,1
Rati Varty,114,1,120097.8,1
Rati Yogi,89,1,63235.75,0
Raunak Atwal,26,1,338376.5,1
Raunak Badami,193,1,187968.0,1
Raunak Buch,292,1,274244.0,1
Raunak Dalal,150,1,111711.0,1
Raunak Gulati,57,1,116325.6,1
Raunak Kar,638,1,1466.8,0
Raunak Keer,247,1,48178.0,0
Raunak Krishnamurthy,267,1,56188.4,1
Raunak Loyal,42,1,103899.2,1
Raunak Mane,588,1,317352.0,1
Raunak Raj,488,1,135236.7,1
Raunak Sankar,699,1,59784.0,1
Raunak Suri,298,1,48531.6,0
Raunak Tara,68,1,139334.4,1
Renee Balakrishnan,276,1,34217.1,0
Renee Behl,219,1,5190.95,0
Renee Bhat,598,1,299796.0,1
Renee Bhatt,188,1,198200.4,1
Renee Borah,548,1,184662.5,1
Renee Chander,219,1,96194.5,1
Renee Dhar,415,1,113681.75,1
Renee Ganesan,517,1,181065.0,1
Renee Gole,277,1,27376.0,0
Renee Goyal,657,1,194382.0,1
Renee Lad,296,1,70558.0,0
Renee Luthra,213,1,167464.8,1
Renee Ramesh,721,1,277087.5,1
Renee Ratta,333,1,10375.2,0
Renee Reddy,132,1,159052.8,1
Renee Sabharwal,464,1,54444.6,0
Renee Sanghvi,266,1,102770.4,1
Renee Sen,274,1,52593.6,0
Renee Talwar,660,1,160053.6,1
Renee Wali,574,1,12425.05,0
Renee Zachariah,710,1,296105.5,1
Reyansh Agrawal,638,1,73872.0,1
Reyansh Aurora,503,1,40613.4,0
Reyansh Bahri,119,2,422780.0,2
Reyansh Barad,574,1,8151.0,0
Reyansh Bassi,705,1,342335.0,1
Reyansh Biswas,102,1,21014.1,0
Reyansh Chakraborty,105,1,62919.55,0
Reyansh Chandran,10,1,215924.0,1
Reyansh Dash,175,1,2745.5,0
Reyansh Deol,88,1,8213.4,0
Reyansh Dubey,274,1,20292.0,0
Reyansh Gill,91,1,225147.6,1
Reyansh Goel,51,2,43832.0,2
Reyansh Handa,366,1,127944.0,1
Reyansh Mahajan,79,1,33952.4,0
Reyansh Mall,429,1,138640.0,1
Reyansh Sachdeva,716,1,58082.2,1
Reyansh Sahni,19,1,25641.0,0
Reyansh Saraf,266,1,123785.0,1
Reyansh Sarna,192,1,5043.9,0
Reyansh Shan,157,1,31308.2,0
Reyansh Shenoy,40,1,141149.1,1
Reyansh Singh,582,1,81532.8,1
Reyansh Toor,213,1,30002.4,0
Reyansh Varty,717,1,110680.0,1
Rhea Balay,462,1,200208.0,1
Rhea Basak,171,1,34401.6,0
Rhea Bath,421,1,280138.5,1
Rhea Cherian,254,1,123719.2,1
Rhea Dugar,238,1,150675.0,1
Rhea Kalita,145,1,86140.0,1
Rhea Kalla,700,1,207603.2,1
Rhea Krishnamurthy,669,1,251704.0,1
Rhea Kurian,378,1,51031.2,0
Rhea Lall,600,1,150377.4,1
Rhea Loke,451,1,202150.4,1
Rhea Rajagopalan,103,1,19236.8,0
Rhea Ratta,496,1,127500.0,1
Rhea Ratti,518,1,187681.5,1
Rhea Sabharwal,305,1,272612.0,1
Rhea Salvi,545,1,188193.0,1
Rhea Sanghvi,222,1,80868.0,1
Rhea Sarma,657,1,53192.7,0
Rhea Savant,36,1,51004.8,0
Rhea Saxena,40,1,47006.7,0
Rhea Shankar,413,1,113151.6,1
Rhea Sura,321,1,1056.0,0
Riaan Banik,54,1,175891.2,1
Riaan Bassi,164,2,370386.65,2
Riaan Batra,643,1,76140.6,1
Riaan Char,574,1,130801.7,1
Riaan Choudhry,436,1,17149.6,0
Riaan Deep,531,1,32944.8,0
Riaan Dhar,143,1,119910.0,1
Riaan Doctor,116,1,48618.15,0
Riaan Dutt,442,1,66212.1,0
Riaan Dutta,388,1,144749.7,1
Riaan Garde,191,1,80666.4,1
Riaan Hayre,269,1,143047.8,1
Riaan Kalita,265,1,176608.0,1
Riaan Kapadia,531,1,38484.0,0
Riaan Karnik,49,1,72860.0,1
Riaan Korpal,39,2,125814.8,2
Riaan Krishna,714,1,15851.2,0
Riaan Kumar,336,1,50451.2,0
Riaan Lad,83,1,155250.0,1
Riaan Loyal,510,1,226963.6,1
Riaan Mahal,292,1,63597.85,0
Riaan Malhotra,121,1,59604.0,0
Riaan Mall,427,1,42358.05,0
Riaan Mannan,135,1,301772.0,1
Riaan Rajagopal,530,1,189342.0,1
Riaan Rajan,273,1,30752.0,0
Riaan Rattan,346,1,59369.4,0
Riaan Ray,84,1,167571.0,1
Riaan Srivastava,433,1,299116.0,1
Riaan Sura,629,1,15825.6,0
Riaan Vala,483,1,197497.4,1
Riaan Walia,693,1,202507.4,1
Riaan Yohannan,470,1,4750.0,0
Ritvik Agarwal,651,1,90019.25,1
Ritvik Badal,270,1,126942.8,1
Ritvik Bail,37,1,89860.8,1
